raw_item_id,item_idx
705854001,0
679285020,1
736530014,2
762205001,3
853376001,4
837578001,5
800396003,6
441386004,7
570003031,8
669091033,9
801783001,10
825996002,11
661794001,12
794779001,13
567418036,14
591466024,15
742794001,16
763484001,17
800524001,18
777702001,19
805859002,20
720810001,21
736870001,22
775996018,23
464927021,24
762205002,25
797983001,26
746775004,27
761621001,28
775081002,29
554450005,30
507883018,31
818754004,32
632784001,33
805370003,34
783707029,35
737221001,36
834906002,37
749002003,38
731520004,39
523490003,40
788248003,41
825728001,42
828718002,43
733098022,44
793378001,45
794468001,46
772829002,47
766654005,48
813425003,49
842360002,50
878002001,51
441386001,52
812799005,53
781327002,54
456163069,55
720504004,56
730863014,57
730683041,58
697054051,59
715624001,60
767079002,61
687948001,62
783707063,63
783707043,64
706271013,65
708185006,66
820563001,67
715828011,68
777070003,69
730901001,70
767377002,71
799410003,72
799409003,73
799417004,74
801452001,75
802490002,76
812464001,77
559633019,78
787853006,79
715343003,80
620963002,81
824263002,82
763280008,83
650279001,84
784926003,85
787558002,86
808966001,87
740902005,88
605094001,89
492897001,90
788463001,91
807379005,92
784926002,93
756320014,94
807379002,95
846087001,96
762158003,97
753255001,98
852748001,99
804430003,100
716590007,101
782880007,102
733027010,103
624486050,104
679853003,105
699923042,106
399223034,107
832348001,108
699923041,109
758252002,110
399256023,111
763735001,112
753255002,113
399256018,114
574109025,115
549914003,116
685814023,117
624486012,118
537732002,119
467738003,120
815456010,121
697643001,122
689014002,123
689014009,124
753342005,125
761296011,126
812683015,127
751471034,128
824778001,129
428291016,130
779782001,131
819147001,132
787561001,133
789303001,134
708138024,135
777434001,136
835390001,137
806986001,138
807972001,139
801309007,140
607664003,141
829693003,142
819143001,143
662948013,144
820549001,145
785226002,146
783636001,147
749400009,148
749400010,149
811783001,150
812683006,151
814719001,152
822115001,153
189616006,154
824148001,155
729928002,156
683662005,157
788647002,158
743840006,159
843701001,160
652924004,161
652924010,162
727539001,163
727880003,164
598859001,165
697686001,166
797568001,167
682236001,168
792753001,169
804661001,170
774005001,171
761339003,172
804685002,173
123173001,174
611032004,175
802559001,176
755440001,177
610776001,178
787387001,179
804664003,180
778051003,181
573085033,182
794116002,183
750423006,184
622963008,185
665481010,186
372860001,187
803468002,188
706016001,189
820168001,190
797710001,191
782874004,192
716348001,193
669786001,194
540768002,195
742747001,196
795836004,197
636323001,198
573085044,199
813636001,200
567424040,201
670334015,202
189616008,203
808492001,204
111593001,205
532578029,206
620081001,207
844874001,208
616711010,209
780510003,210
799742003,211
794053002,212
787880003,213
794053001,214
827349001,215
825688002,216
732409003,217
826500001,218
837049002,219
189616007,220
828982001,221
822895002,222
730683019,223
849586002,224
838823002,225
809961002,226
660308001,227
547780019,228
791787001,229
754323003,230
715424002,231
719544002,232
751664001,233
540701003,234
849267002,235
577425015,236
744306002,237
843752001,238
634020002,239
819137001,240
865434001,241
399136004,242
399136011,243
799190004,244
473507001,245
825688001,246
748269003,247
693242015,248
812027001,249
794793001,250
794819001,251
761415003,252
537895008,253
537895001,254
687524014,255
401044002,256
738943004,257
738943002,258
750423001,259
789028001,260
733098015,261
753737007,262
760240002,263
842759001,264
